Date,Open,High,Low,Close,Volume
2023-01-30,21.8,22.4,21.8,22.4,1700
2023-01-27,22.4,22.4,21.7,22.1,773
2023-01-26,22.2,22.4,22.2,22.4,979
2023-01-25,22.4,22.5,22.0,22.0,1619
2023-01-24,22.5,22.5,22.3,22.3,486
2023-01-23,22.2,22.5,22.2,22.4,1096
2023-01-20,22.1,22.2,22.0,22.2,3330
2023-01-19,22.2,22.2,21.9,21.9,543
2023-01-18,22.2,22.2,21.7,22.2,61
2023-01-17,22.1,22.1,21.8,21.8,448
2023-01-16,22.1,22.1,21.6,22.1,979
2023-01-13,22.2,22.2,21.6,22.0,1931
2023-01-12,22.1,22.1,22.0,22.1,473
2023-01-11,22.1,22.1,22.0,22.1,489
2023-01-10,22.1,22.2,21.3,22.1,11047
2023-01-09,22.1,22.1,22.0,22.0,1152
2023-01-05,22.1,22.2,21.7,22.2,2128
2023-01-04,22.0,22.1,21.6,22.1,759
2023-01-03,22.0,22.4,21.6,22.4,4816
2023-01-02,21.7,22.6,21.7,21.8,1115
2022-12-30,22.2,22.5,21.3,21.7,1852
2022-12-29,22.7,22.7,22.2,22.2,437
2022-12-28,21.7,22.2,21.1,22.0,1344
2022-12-27,22.7,22.7,21.1,21.2,3035
2022-12-23,22.0,22.5,22.0,22.5,135
2022-12-22,22.0,22.6,22.0,22.6,672
2022-12-21,22.7,22.7,22.5,22.7,342
2022-12-20,22.0,22.3,22.0,22.3,63
2022-12-19,22.7,22.7,22.2,22.7,747
2022-12-16,22.5,22.7,22.5,22.7,684
2022-12-15,22.7,22.9,22.7,22.7,268
2022-12-14,22.9,23.0,22.5,22.5,10371
2022-12-13,22.4,22.8,22.3,22.8,8201
2022-12-12,22.5,22.5,21.8,22.0,12698
2022-12-09,21.8,22.5,21.8,22.3,4866
2022-12-08,22.7,22.7,22.5,22.5,8702
2022-12-07,22.0,22.7,22.0,22.7,8988
2022-12-06,22.4,22.7,22.4,22.6,4323
2022-12-05,22.6,22.7,22.0,22.7,13887
2022-12-02,21.6,22.6,21.5,22.6,5475
2022-12-01,22.5,22.6,22.2,22.6,1407
2022-11-30,21.0,22.4,20.2,22.3,4760
2022-11-29,22.4,22.6,22.2,22.3,10243
2022-11-28,22.0,22.4,21.3,22.4,6774
2022-11-25,22.0,22.1,21.6,22.1,2838
2022-11-24,21.9,22.0,21.5,22.0,11197
2022-11-23,22.0,22.1,21.9,21.9,11469
2022-11-22,20.5,22.0,20.5,21.9,8570
2022-11-21,21.6,22.0,20.5,22.0,6130
2022-11-18,21.0,21.8,21.0,21.6,1052
2022-11-17,21.8,21.8,20.7,21.0,135
2022-11-16,20.7,21.9,20.7,21.5,1705
2022-11-15,21.4,21.9,21.1,21.9,6240
2022-11-14,20.0,21.6,20.0,21.6,3945
2022-11-10,21.5,21.5,20.0,20.1,3755
2022-11-09,21.9,21.9,21.0,21.0,666
2022-11-08,22.3,22.3,21.1,21.3,213
2022-11-07,22.6,22.7,21.0,22.3,1169
2022-11-04,21.9,22.5,21.3,22.5,10191
2022-11-03,21.0,22.5,21.0,21.3,6163
2022-11-02,20.0,20.9,19.2,20.9,2221
2022-10-31,18.3,19.75,18.3,19.75,6556
2022-10-28,18.9,18.9,18.9,18.9,5
2022-10-27,18.2,18.9,18.0,18.9,925
2022-10-26,18.9,18.9,18.3,18.3,1744
2022-10-25,18.15,18.95,18.1,18.8,1336
2022-10-24,18.3,18.5,18.15,18.15,2338
2022-10-21,18.0,18.35,17.95,18.25,5433
2022-10-20,18.0,18.15,18.0,18.15,1233
2022-10-19,18.1,18.5,18.05,18.5,2505
2022-10-18,18.15,18.25,17.15,18.2,6009
2022-10-17,18.0,19.0,17.55,18.15,7477
2022-10-14,19.0,20.7,18.35,18.35,9111
2022-10-13,20.6,20.6,19.05,19.95,16219
2022-10-12,21.6,22.0,20.7,20.7,739
2022-10-11,20.6,21.6,20.6,21.6,2432
2022-10-10,22.5,22.5,21.2,21.8,2308
2022-10-07,22.4,22.4,22.4,22.4,455
2022-10-06,22.4,22.4,22.0,22.4,1281
2022-10-05,22.5,22.5,22.0,22.1,2556
2022-10-04,21.8,22.0,21.8,22.0,2428
2022-10-03,21.5,23.0,20.0,21.9,21332
2022-09-30,22.7,22.7,22.1,22.1,958
2022-09-29,22.7,22.7,22.5,22.5,29051
2022-09-28,23.0,23.0,22.5,22.8,7028
2022-09-27,23.0,23.1,22.0,23.0,6084
2022-09-26,23.0,23.0,22.5,22.5,10996
2022-09-23,22.6,22.9,22.3,22.9,1418
2022-09-22,23.0,23.0,22.4,22.9,15781
2022-09-21,22.5,23.0,22.5,23.0,9956
2022-09-20,22.5,22.8,22.4,22.4,4198
2022-09-19,22.6,22.8,22.4,22.7,5073
2022-09-16,22.6,22.6,22.4,22.6,17402
2022-09-15,22.4,22.5,22.0,22.5,2946
2022-09-14,22.4,22.4,22.0,22.4,780
2022-09-13,21.7,22.0,21.7,22.0,1500
2022-09-12,21.7,22.0,21.5,22.0,6264
2022-09-09,21.6,22.3,21.6,22.0,623
2022-09-08,22.2,22.4,21.7,22.0,4944
2022-09-07,22.5,22.5,21.7,22.4,426
2022-09-06,22.6,22.6,22.2,22.5,4171
2022-09-05,21.5,22.5,21.5,22.5,5773
2022-09-02,22.3,22.5,21.6,22.2,4711
2022-09-01,22.6,22.6,22.1,22.3,6355
2022-08-31,22.4,22.8,22.0,22.7,50255
2022-08-30,21.7,22.5,21.5,22.0,33947
2022-08-29,22.6,22.6,21.4,21.7,16879
2022-08-26,22.7,22.8,22.6,22.6,2959
2022-08-25,22.6,22.9,22.5,22.8,112071
2022-08-24,22.7,22.8,22.4,22.7,16759
2022-08-23,22.7,22.8,22.2,22.7,5566
2022-08-22,22.8,22.8,22.1,22.7,3270
2022-08-19,22.5,22.5,22.0,22.4,14535
2022-08-18,21.8,22.9,21.8,22.2,30319
2022-08-17,20.4,21.7,20.3,21.3,58807
2022-08-16,20.0,20.4,20.0,20.4,14995
2022-08-12,19.5,19.95,19.5,19.95,66191
2022-08-11,19.95,19.95,19.35,19.7,5410
2022-08-10,19.2,19.95,19.2,19.8,7383
2022-08-09,18.5,19.5,18.1,19.0,4346
2022-08-08,18.4,19.0,18.3,18.6,2874
2022-08-05,18.5,18.5,18.2,18.2,1386
2022-08-04,18.5,18.5,18.0,18.2,1208
2022-08-03,18.0,18.55,17.6,18.25,4123
2022-08-02,18.4,18.4,16.65,17.6,26897
2022-08-01,19.0,19.55,18.3,18.4,6058
2022-07-29,20.0,20.0,19.2,19.55,2989
2022-07-28,20.0,20.1,19.4,20.0,16153
2022-07-27,19.35,20.0,19.3,19.95,21088
2022-07-26,18.5,19.3,18.5,19.3,37067
2022-07-25,18.0,18.65,18.0,18.4,87019
2022-07-22,17.8,18.4,17.8,18.0,473753
2022-07-21,16.5,17.9,16.0,17.5,17180
2022-07-20,16.0,16.45,15.55,16.3,4241
2022-07-19,15.5,16.0,15.5,15.95,1484
2022-07-18,16.0,16.0,14.6,15.95,4190
2022-07-15,15.6,15.95,15.2,15.95,5909
2022-07-14,15.8,15.8,15.5,15.6,609
2022-07-13,16.45,16.5,15.75,15.75,3827
2022-07-12,15.95,16.4,15.5,16.4,19619
2022-07-11,15.0,15.9,15.0,15.9,19693
2022-07-08,15.1,15.3,14.9,15.3,6924
2022-07-07,16.1,16.8,15.65,15.8,11450
2022-07-06,14.55,16.0,14.55,16.0,14180
2022-07-05,14.3,14.5,14.2,14.5,4768
2022-07-04,13.9,14.35,13.9,14.2,17038
2022-07-01,13.8,13.8,13.8,13.8,31075
2022-06-30,13.4,13.8,13.3,13.55,6990
2022-06-29,12.85,13.25,12.85,13.25,11670
2022-06-28,12.8,12.85,12.6,12.85,3537
2022-06-27,12.7,12.85,12.5,12.6,5886
2022-06-24,12.7,12.7,12.05,12.5,1460
2022-06-23,12.5,12.85,12.35,12.85,10672
2022-06-22,12.4,12.5,11.8,12.45,16434
